"g","mY","gY","mU","gU","mW","gW","e0","eP","eM","mUs"
0.69467,0.125,69.818,4.16825,0.0038992,5.2094,0.0095955,0.001519,0.673425,43.45,NA
0.20845,0.125,50.983,7.090625,0.0091359,5.6106,0.0068195,0.007686,0.9427875,17.8435,NA
0.53961,0.125,28.34,7.373125,0.000335,7.2822,0.0090755,0.0071015,0.766875,1.8115,NA
0.55486,0.125,30.07,10.488875,0.0065934,7.438,0.008481,0.0020675,2.0578125,40.221,NA
0.60453,0.125,31.195,11.792625,0.0041758,9.0711,0.0057305,0.0004795,1.885575,2.1785,NA
0.34439,0.125,85.485,10.162625,0.003761,7.2972,0.0093915,0.003766,3.505725,5.932,NA
0.632,0.125,90.559,9.23825,0.0076204,5.2201,0.000353,0.0021435,3.254475,17.78,NA
0.17275,0.125,16.204,9.98175,0.0084697,7.4751,0.009351,0.0031965,1.295025,13.1125,NA
0.22671,0.125,21.214,0.95025,0.0094928,6.178,0.007889,0.0029385,3.41475,29.9575,NA
0.23841,0.125,61.21,3.632625,0.0020187,6.1857,0.0056135,0.008191,3.5424375,14.324,NA
0.17427,0.125,0.242,7.82425,0.00278,9.9852,0.0043315,0.0050055,3.008325,31.6325,NA
0.96414,0.125,96.106,1.4645,0.0094503,7.1735,0.0044265,0.001342,0.4943625,17.518,NA
0.31764,0.125,42.881,6.458125,0.008608,9.136,0.006126,0.000256,2.7470625,3.3515,NA
0.01162,0.125,2.948,7.86725,0.0001457,6.3859,0.0058475,0.0072705,2.0229,13.3505,NA
0.15642,0.125,73.96,6.7875,0.0026091,4.6475,0.004977,0.0033375,2.618475,8.3285,NA
0.75305,0.125,86.194,6.310875,0.0033498,4.7259,0.003572,0.0034695,2.7518625,29.4665,NA
0.72862,0.125,0.386,9.07075,0.0046599,3.5704,0.008262,0.0093125,0.79575,13.6665,NA
0.30678,0.125,48.741,10.0495,0.005883,6.3864,0.0061965,0.009015,3.350025,30.8415,NA
0.68971,0.125,44.911,6.9075,0.0053847,5.8501,0.0092975,0.0076265,0.6556875,38.64,NA
0.16982,0.125,19.236,9.789375,2.2e-06,0.9849,0.0040265,0.0070665,3.10965,2.097,NA
