"g","mY","gY","mU","gU","mW","gW","e0","eP","eM","mUs"
0.28479,0.125,62.379,8.0305,0.0069587,8.8298,0.0002755,0.0073925,1.6557,45.4395,NA
0.10031,0.125,86.734,6.8755,0.0093497,0.5683,0.009944,0.0001415,0.24675,41.1225,NA
0.48645,0.125,96.823,6.8045,0.0051374,5.3941,0.001978,0.0078095,2.69325,11.036,NA
0.65277,0.125,32.341,8.4405,0.0069043,6.779,0.0032075,0.004461,1.532775,2.3385,NA
0.87364,0.125,65.547,10.3325,0.0017096,7.7966,0.0061205,0.0097795,2.1928125,48.603,NA
0.47314,0.125,28.589,4.57175,0.0052785,4.618,0.000168,0.0029635,2.7348375,15.149,NA
0.79728,0.125,38.844,4.1155,0.0047308,4.8813,0.001302,0.0051145,0.6751875,38.4155,NA
0.16237,0.125,40.368,2.001,0.0012425,8.6196,0.00451,0.0033855,2.9550375,30.961,NA
0.20002,0.125,75.493,6.05475,0.0066042,7.2075,0.000284,0.005937,1.4200125,6.8765,NA
0.90329,0.125,53.45,6.721,0.0040588,2.887,0.0018325,0.00109,3.36345,4.896,NA
0.62393,0.125,30.347,6.53525,0.0070859,0.8526,0.0072285,0.007351,1.5685875,49.0385,NA
0.11356,0.125,62.903,1.832125,0.0068976,8.2503,0.000987,0.0063935,1.50705,6.967,NA
0.31856,0.125,19.208,11.24575,0.0068057,9.1288,0.006031,0.0086755,2.7664875,27.8895,NA
0.64565,0.125,19.421,9.15625,0.0072302,3.9339,0.0069895,0.0093455,1.2106125,1.435,NA
0.34883,0.125,8.966,0.774125,0.0023015,4.4462,0.000236,0.0061665,0.00405,15.8005,NA
0.27653,0.125,25.294,3.8,0.0002358,0.1328,0.0054565,0.0079485,1.9913625,25.523,NA
0.58569,0.125,44.582,8.716,0.0049931,9.8266,0.0069715,0.0011525,3.69045,26.611,NA
0.23856,0.125,74.476,9.70325,0.0002292,6.3461,0.00887,0.008477,2.772825,35.4475,NA
0.58695,0.125,47.666,3.047125,0.0079434,0.2202,0.006973,0.004936,2.30505,16.5305,NA
0.33612,0.125,29.09,11.356875,0.007806,1.8991,0.001172,0.007116,3.393675,47.8145,NA
0.65244,0.125,73.664,12.208625,0.0010842,5.1196,0.0098075,0.00407,0.2748375,18.014,NA
0.47194,0.125,58.797,7.54125,0.0001767,3.4522,0.006322,0.000748,2.870325,3.9405,NA
0.2027,0.125,4.542,4.792625,0.0024972,8.9336,0.0048995,0.0084685,1.468575,30.5565,NA
0.17332,0.125,37.126,1.141625,0.0042826,2.8487,0.0014965,0.0020815,2.3132625,9.3855,NA
0.54823,0.125,81.544,10.49925,0.0011907,9.2641,0.007838,0.0032155,0.7714875,27.5115,NA
0.272,0.125,32.884,11.88775,0.0068825,0.5745,0.0050485,0.003662,2.815575,3.678,NA
0.81999,0.125,92.124,7.508875,0.0085003,4.9474,0.0069835,0.0007575,1.7156625,3.382,NA
0.15695,0.125,28.955,3.705875,0.0043873,3.779,0.009785,0.0042135,1.0254,2.945,NA
0.28375,0.125,79.513,3.6875,0.0013681,3.9349,0.0068935,0.0053065,0.5839875,6.535,NA
0.64354,0.125,99.416,12.280875,0.0002977,3.9716,0.003703,0.0088665,2.033925,25.4125,NA
0.01002,0.125,69.276,10.77025,0.0002136,1.2587,0.003078,0.007915,3.0219,23.3545,NA
0.85343,0.125,51.684,11.75725,0.0042389,3.6385,0.008588,0.0077175,3.62865,47.66,NA
0.53761,0.125,45.196,0.30175,0.0026379,6.8967,0.000837,0.0028165,1.5067875,36.015,NA
0.0986,0.125,51.052,8.84275,0.0009197,4.5283,0.006951,0.001216,2.282925,44.404,NA
0.45824,0.125,36.609,11.475125,0.0013315,2.0506,0.0029545,0.0007695,1.3010625,15.3945,NA
0.48613,0.125,62.129,6.60925,0.003462,9.2929,0.0077685,0.0091925,0.2809125,23.431,NA
0.41038,0.125,10.636,4.09475,0.0073262,4.3918,0.0052255,0.0098365,1.4890875,10.43,NA
0.10111,0.125,47.061,3.860625,0.0025112,6.2325,0.009796,0.0046125,2.1883875,36.744,NA
0.25053,0.125,57.291,2.4035,0.0064557,7.7716,0.000761,0.0066995,0.832575,0.678,NA
0.5045,0.125,76.506,7.596875,0.0025267,1.7039,0.002367,0.005982,1.137825,32.033,NA
0.81335,0.125,23.962,1.766875,0.0042961,3.4402,0.003782,0.006737,0.2630625,24.43,NA
0.72465,0.125,77.708,6.723875,0.0032839,2.453,0.0029955,0.0023375,3.3461625,1.4935,NA
0.10431,0.125,69.968,8.67225,0.0004771,0.296,0.0063315,0.0051295,1.0542,37.9095,NA
0.18019,0.125,51.429,6.8075,0.000485,9.0641,0.007836,0.000794,0.8050875,17.527,NA
0.48805,0.125,92.514,11.289875,0.0011725,8.4434,0.0022985,0.0008285,1.37535,16.9985,NA
0.55179,0.125,8.952,2.770625,0.0017294,7.4869,0.0061245,0.005524,3.0280875,19.855,NA
0.48971,0.125,93.424,3.02675,0.0022,5.9396,0.0012385,0.0084175,1.7449875,26.536,NA
0.60227,0.125,35.342,11.622125,0.0067774,0.068,0.0049895,0.007396,0.5871,7.3445,NA
0.61279,0.125,57.311,12.3535,0.0007869,3.096,0.007667,0.0082425,0.85185,15.37,NA
0.5856,0.125,78.188,2.0065,0.000957,0.1493,0.0028915,0.006787,2.93865,14.0665,NA
0.44594,0.125,54.418,12.230125,0.0097174,7.6205,0.0034975,0.0026295,3.0010125,46.659,NA
0.246,0.125,99.722,2.1275,0.0079519,8.2436,0.006292,0.0048435,2.487075,0.5735,NA
0.73619,0.125,2.735,10.412,0.0052842,2.1599,0.0050715,0.0081855,3.7416,42.276,NA
0.1114,0.125,17.837,6.549875,0.0097351,4.5247,0.008366,0.008615,2.280075,47.9125,NA
0.78432,0.125,31.992,11.36525,0.0023991,4.0224,0.0029865,0.006651,0.9796875,12.6245,NA
0.01968,0.125,29.883,5.17475,0.0026749,4.5709,0.008323,9.5e-05,2.0585625,44.203,NA
0.59916,0.125,32.065,1.137125,0.0015051,5.3591,0.008443,0.0052005,3.0643875,28.8225,NA
0.69467,0.125,79.898,7.30375,0.0025084,4.658,0.000699,0.0035785,2.9287875,34.429,NA
0.20845,0.125,62.415,3.030625,0.0069041,5.3137,0.008645,0.0038425,3.6025875,48.715,NA
0.53961,0.125,53.377,2.614875,0.0006792,8.9213,0.0066175,0.001513,2.0149125,45.3375,NA
0.55486,0.125,48.329,2.76625,0.0042703,7.6542,0.0010985,0.003113,1.0370625,35.8285,NA
0.60453,0.125,2.456,10.432625,0.0065423,2.8796,1.85e-05,0.0012985,3.2182875,7.174,NA
0.34439,0.125,42.651,0.256125,0.0001559,9.8121,0.0005065,0.009917,2.9823375,29.733,NA
0.632,0.125,32.038,5.266875,0.0020887,9.2164,0.0030325,0.007047,2.887425,26.5935,NA
0.17275,0.125,67.894,10.322125,0.0074957,3.4985,0.0090995,0.000695,3.379275,10.6525,NA
0.22671,0.125,60.967,8.885,0.0012743,2.5626,0.0027815,0.000535,2.1081,15.88,NA
0.23841,0.125,19.388,11.699375,0.006794,1.4094,0.0024135,0.005955,1.4169375,1.386,NA
0.17427,0.125,48.674,10.850875,0.0034176,8.6566,0.005829,0.0071655,2.1333375,39.7765,NA
0.96414,0.125,97.814,0.6985,0.0024936,8.0927,0.0007235,0.0094245,3.33345,21.041,NA
0.31764,0.125,31.441,4.158875,0.0038987,3.0676,0.0020535,0.004081,1.0629375,31.5465,NA
0.01162,0.125,17.231,10.188,0.0060342,5.957,0.009357,0.004229,0.26325,35.4725,NA
0.15642,0.125,9.927,2.193375,0.0021319,6.0237,0.008297,0.0032805,2.0636625,15.8345,NA
0.75305,0.125,71.622,5.006125,0.0058684,6.85,0.004761,0.0048145,2.6485875,14.4035,NA
0.72862,0.125,93.921,6.025875,0.0072918,9.6357,0.0064315,0.007073,3.636375,17.029,NA
0.30678,0.125,17.671,7.58275,0.0071252,4.9126,0.0002175,0.0048245,0.1137375,46.647,NA
0.68971,0.125,86.106,10.415875,0.0072589,0.8953,0.0016965,0.006987,3.150375,17.952,NA
0.16982,0.125,52.938,8.18625,0.0096266,7.3022,0.0092785,0.0046185,2.2806375,3.1875,NA
0.6875,0.125,28.512,1.673125,0.0002707,0.3789,0.0058925,0.009141,0.5319,24.7795,NA
0.15416,0.125,90.502,9.328875,0.0093117,8.0033,0.0055555,0.000287,3.3972375,32.9145,NA
0.37226,0.125,96.06,7.474875,0.0015125,5.1599,0.006471,0.0095815,2.5166625,2.149,NA
0.71165,0.125,0.436,0.613125,0.0075883,2.4667,0.0077025,0.000908,2.826825,48.449,NA
0.71366,0.125,95.995,2.032875,0.0050443,5.8458,0.0058205,6.25e-05,3.42915,10.308,NA
0.59405,0.125,16.388,3.69875,0.0044226,1.6671,0.001641,0.0079075,3.5851125,17.167,NA
0.56567,0.125,72.956,12.36225,0.0088015,3.5107,0.007413,0.0065255,2.80995,8.7945,NA
0.54215,0.125,78.974,5.935375,0.0056565,0.2337,0.008256,0.001499,3.3619125,38.3445,NA
0.52438,0.125,46.859,6.669625,0.0065554,7.8267,0.002132,0.0050075,3.16695,8.128,NA
0.22791,0.125,75.137,9.192375,0.0045377,7.7721,0.008909,0.009815,3.552075,11.615,NA
0.99157,0.125,19.121,9.53275,0.0075263,1.6715,0.0099805,0.005582,0.474975,5.7665,NA
0.30965,0.125,8.587,6.429375,0.0025755,8.5283,0.0015795,0.0018985,0.131325,7.432,NA
0.9998,0.125,40.298,6.928,0.0061603,3.2427,0.008796,0.0063665,3.3564,1.921,NA
0.38092,0.125,96.849,0.2875,0.0089099,6.6284,0.0014765,0.0006185,3.5881875,13.6525,NA
0.1993,0.125,30.107,1.281875,0.0092122,5.981,0.004764,0.0080935,3.6559125,41.1785,NA
0.34234,0.125,65.271,4.0785,0.0085548,7.6388,0.000778,0.0061725,1.2453,27.08,NA
0.79876,0.125,80.148,9.610625,0.0013139,2.6741,0.004713,0.003747,3.29235,20.004,NA
0.78655,0.125,24.249,8.431,0.0097352,1.8316,0.0042015,0.006643,2.0662875,37.773,NA
0.77117,0.125,49.193,10.82525,0.0012965,6.7762,0.0091285,0.0074185,2.5521375,15.5605,NA
0.93508,0.125,27.679,4.071375,0.004326,0.2612,0.0049975,0.002697,1.03665,28.994,NA
0.13051,0.125,63.111,2.6715,0.0035087,4.6954,0.006563,0.0092165,3.2661375,45.7985,NA
0.31906,0.125,37.658,5.32425,0.0061653,7.5864,0.0027,0.003395,3.3400875,28.4185,NA
0.79433,0.125,21.397,0.76175,0.0014931,2.7338,0.001971,0.004968,0.3442125,45.57,NA
0.92628,0.125,8.583,6.282875,0.0067372,0.6617,0.0045035,0.008128,1.5375,28.651,NA
0.3849,0.125,68.208,5.955,0.0035056,2.0177,0.008131,0.0052895,1.57845,19.2835,NA
0.45013,0.125,24.228,12.12575,0.0045329,3.0298,0.0048355,0.000219,0.9201375,45.259,NA
0.20925,0.125,45.2,7.5275,0.002017,0.0425,0.006554,0.00309,3.4569,17.0075,NA
0.12961,0.125,9.421,1.103,0.0059306,0.6247,0.0042855,0.006594,3.6427875,24.473,NA
0.42963,0.125,91.049,6.3785,0.0005603,9.5504,0.00162,0.0020755,1.2190875,32.1445,NA
0.0813,0.125,58.705,0.432875,0.0041171,6.5246,0.0025875,0.000719,1.1173875,25.6945,NA
0.19395,0.125,5.227,2.4595,0.0084848,6.8178,0.0055465,0.0058895,0.708,2.74,NA
0.93003,0.125,71.522,0.335875,0.000649,1.1522,0.003033,0.008356,2.969775,37.1765,NA
0.60228,0.125,96.108,10.150625,0.0073347,6.6261,0.001957,0.002076,1.91925,39.9855,NA
0.19806,0.125,5.656,1.1945,0.0052266,6.0174,0.000439,0.008268,2.5474875,38.6655,NA
0.00607,0.125,65.532,8.02125,0.0036702,5.875,0.008168,0.0067045,0.1603125,19.734,NA
0.7679,0.125,16.923,7.75125,0.0023416,7.3091,0.005272,0.0082275,0.0416625,3.089,NA
0.50146,0.125,18.336,3.403,0.0063182,9.1211,0.007789,0.008771,2.4246,17.8065,NA
0.40843,0.125,28.796,10,0.0012867,8.2188,0.001445,0.0054435,1.419075,31.4715,NA
0.29516,0.125,92.103,7.013625,0.0084615,1.8534,0.0073,0.0065985,1.580625,22.2935,NA
0.22127,0.125,69.321,7.041125,0.0073816,9.7217,0.0052975,0.005784,0.9250125,24.4575,NA
0.35618,0.125,61.325,0.95425,0.0054594,8.8504,0.001193,0.003819,1.934325,41.671,NA
0.98969,0.125,39.462,11.82625,0.0099308,1.0603,0.0065505,0.00604,2.4290625,43.687,NA
0.43386,0.125,42.252,6.940375,0.0026916,8.8073,0.006136,0.0031705,0.794025,4.3285,NA
0.8066,0.125,80.366,7.00875,0.0099929,9.1793,7.1e-05,0.002597,2.1459,1.079,NA
0.91282,0.125,8.755,1.23225,0.0020936,8.5355,0.007724,0.008612,2.99355,9.536,NA
0.36913,0.125,71.106,6.625625,0.0027498,4.995,0.0011945,0.0035535,3.6918375,30.2965,NA
0.54854,0.125,77.692,8.5775,0.0093979,5.5012,0.0042045,0.0057375,2.0898,12.766,NA
0.6067,0.125,65.839,7.31275,0.0093858,2.8797,0.0035575,0.0039995,2.2348875,42.161,NA
0.70513,0.125,22.37,5.0605,0.0075329,0.0849,0.0049245,0.0095915,2.3208375,0.2155,NA
0.53332,0.125,34.013,4.89875,0.0078988,7.9979,0.0090425,0.0054115,1.9293,23.9045,NA
0.02977,0.125,83.763,3.149625,0.007882,8.186,0.0012905,0.0081785,0.8013375,5.7005,NA
0.34108,0.125,64.712,9.04325,0.006062,8.8475,0.008306,0.0092255,3.12945,48.9085,NA
0.25152,0.125,75.235,11.275125,0.0063386,7.5333,0.0034445,0.001223,1.2437625,1.913,NA
0.61399,0.125,51.436,3.857125,0.0091045,2.9128,0.0027295,0.0094815,0.020925,16.989,NA
0.61788,0.125,70.828,9.916375,0.0090516,8.7842,0.0004055,0.0097385,2.93295,25.5035,NA
0.49808,0.125,31.267,3.449125,0.0097677,4.0897,0.0082475,0.002112,2.3586,20.103,NA
0.38422,0.125,12.167,10.121125,0.0035956,2.8726,0.0006965,0.006361,2.9167875,38.144,NA
0.4234,0.125,7.655,10.25125,0.000955,0.9956,0.008552,0.00331,2.061375,27.232,NA
0.22205,0.125,79.893,11.44875,0.0075816,2.5615,0.0013535,0.007586,2.8933125,23.034,NA
0.4009,0.125,65.478,8.94375,0.0039847,0.0197,0.000325,0.000915,2.584725,7.3805,NA
0.53863,0.125,48.235,7.676,0.0019616,2.5653,0.008556,0.0036265,1.3459875,23.3445,NA
0.12167,0.125,76.614,5.9595,0.0076503,8.3331,0.008331,0.002297,1.1185875,0.1565,NA
0.25589,0.125,26.925,9.364625,0.0054693,1.445,0.004109,0.009073,1.25775,5.664,NA
0.02011,0.125,41.296,9.478875,0.004354,3.5911,0.0064495,0.000218,1.179225,21.233,NA
0.51405,0.125,60.325,1.824125,0.0025232,1.1607,0.005114,0.0082965,3.4338375,17.7405,NA
0.89913,0.125,8.367,3.027875,0.006646,9.6337,0.0046945,0.00402,0.9147375,43.0985,NA
0.22588,0.125,45.463,6.608875,0.008615,7.8772,0.0038245,0.007832,3.3454875,4.2735,NA
0.00128,0.125,54.829,6.463125,0.0046419,9.3355,0.002634,0.009767,3.6272625,23.7975,NA
0.81967,0.125,79.741,10.773,0.0029341,6.2696,0.00795,0.0026545,0.034575,49.7675,NA
0.21483,0.125,38.075,9.71825,0.003555,8.8095,0.0064225,0.002813,3.2491875,16.6445,NA
0.9823,0.125,2.784,11.736,0.0012964,0.1547,0.0095985,0.0058385,2.98335,47.5165,NA
0.8468,0.125,85.309,4.1575,0.0055525,3.9095,0.0071825,0.0032175,0.9043875,41.497,NA
0.08851,0.125,50.782,9.072375,0.0038727,6.796,0.0059015,0.009745,3.373875,10.1475,NA
0.13719,0.125,34.266,6.304875,0.0040369,6.0555,0.002736,0.003111,1.355325,13.067,NA
0.94811,0.125,27.874,10.453125,0.0001033,5.8078,0.0091585,0.0097395,2.9120625,48.7065,NA
0.28018,0.125,55.353,0.321375,0.0028058,5.6166,0.0026065,0.0043035,1.3705875,7.9875,NA
0.99781,0.125,88.725,11.449125,0.0061146,5.1787,0.0061925,0.004386,0.9155625,33.582,NA
0.20376,0.125,98.754,7.14175,0.0095712,5.9496,0.00801,0.0055225,3.687225,24.846,NA
0.12203,0.125,23.074,10.4275,0.0083301,8.8479,0.00622,0.0018845,3.026025,23.519,NA
0.13015,0.125,56.375,3.018125,0.0017605,0.9353,0.001025,0.0076575,2.067525,38.2575,NA
0.69818,0.125,95.496,10.67475,0.0059485,1.0522,0.00639,0.0067515,1.374675,40.702,NA
0.50983,0.125,82.412,4.9755,0.004564,7.9756,0.002679,0.00632,2.2655625,2.876,NA
0.2834,0.125,2.1,6.518125,0.0078336,5.5045,0.005779,0.002412,0.8266125,13.9165,NA
0.3007,0.125,61.041,3.783375,0.0015287,4.8768,0.0067215,0.004398,3.4136625,5.51,NA
0.31195,0.125,6.536,0.434375,0.0027497,8.9955,0.0077325,0.0022255,3.079275,43.432,NA
0.85485,0.125,31.671,1.90825,0.0096304,8.7137,0.0034995,0.0089535,0.0962625,49.9545,NA
0.90559,0.125,27.848,5.528125,0.0088461,3.8727,0.0092525,0.002467,3.5341875,23.615,NA
0.16204,0.125,15.825,3.809625,0.0020083,6.1458,0.00847,0.000254,1.619625,1.0335,NA
0.21214,0.125,92.988,0.7595,0.0051672,7.2394,0.006003,0.0005675,2.127375,5.881,NA
0.6121,0.125,64.005,12.38575,0.0052508,3.4377,0.0091215,0.0029665,1.668975,36.215,NA
0.00242,0.125,20.53,10.830125,0.0028095,4.4575,0.0095925,0.000817,3.7193625,36.425,NA
0.96106,0.125,59.736,4.148,0.0040825,2.5244,0.009355,0.00753,0.949575,30.174,NA
0.42881,0.125,47.895,9.9895,0.0082507,3.4572,0.0028835,0.008192,0.0523125,10.9235,NA
0.02948,0.125,95.911,2.371875,0.0036806,5.1918,0.003,0.0040755,2.4480375,12.39,NA
0.7396,0.125,61.076,4.10675,0.0099679,0.3702,0.001699,0.004902,2.128275,38.8395,NA
0.86194,0.125,14.421,2.1425,0.0022098,5.9694,0.0078575,0.006133,3.187275,24.7175,NA
0.00386,0.125,65.475,2.24125,0.0069369,6.231,0.0059835,0.0029685,1.1130375,24.314,NA
0.48741,0.125,41.596,4.360375,0.0056766,2.6385,0.0086045,0.0039435,2.040375,46.1855,NA
0.44911,0.125,94.03,0.171375,0.0056401,5.2354,0.0090295,0.0063335,2.4639,39.431,NA
0.19236,0.125,51.182,8.814625,0.0012824,6.9129,0.0025285,0.0095455,1.801575,17.312,NA
0.3547,0.125,58.212,3.925875,0.0031121,5.5192,0.0063135,0.005647,2.95155,2.868,NA
0.41006,0.125,47.647,9.09025,0.0048202,5.1292,0.008604,0.0087595,1.33695,2.7475,NA
0.85613,0.125,70.477,4.950875,0.0095708,4.327,0.00486,0.0050695,3.2482125,32.718,NA
0.44349,0.125,18.328,12.20025,0.0011746,8.6159,0.009292,0.004031,2.8369125,32.6905,NA
0.95013,0.125,52.206,3.18325,0.0074563,2.3682,0.0095125,0.002751,1.84365,34.6025,NA
0.72115,0.125,62.436,10.399,0.0053891,3.1567,0.0030345,0.0076295,3.281475,20.4985,NA
0.9663,0.125,81.896,5.136,0.0015252,8.3961,0.0051895,0.006038,3.5110875,30.127,NA
0.68027,0.125,22.554,11.65975,0.00768,1.3069,0.000775,3.8e-05,0.2719875,13.417,NA
0.12933,0.125,22.934,8.4035,0.0063002,4.5098,0.0057765,0.002851,2.3322,28.6945,NA
0.10741,0.125,96.22,5.029625,0.0091589,2.8158,0.005463,0.0013885,1.20525,0.641,NA
0.11157,0.125,14.734,1.086875,0.0002359,6.4824,0.001578,0.0005315,0.3658125,47.0435,NA
0.75031,0.125,86.049,2.272875,0.0031527,5.9515,0.0048635,0.001839,3.6645,7.249,NA
0.87555,0.125,31.944,3.2165,0.0094956,4.4765,0.009688,0.0081545,1.8058875,2.7485,NA
0.12811,0.125,18.356,4.470875,0.0031504,2.537,0.003192,0.00859,1.1940375,14.208,NA
0.59885,0.125,77.117,5.276,0.0090466,8.7515,0.008624,0.0009755,2.7737625,48.9475,NA
0.85943,0.125,73.562,8.003625,0.0069134,6.7298,0.0022455,0.005924,1.5357375,0.6235,NA
0.26576,0.125,97.969,1.620375,0.0040616,3.3871,0.0074505,0.0011265,0.78645,16.965,NA
0.715,0.125,77.846,7.424,0.0091354,2.5503,0.0027845,0.0060505,3.684825,47.0165,NA
0.79672,0.125,54.158,11.898125,0.0096015,9.3365,0.0015005,0.009891,3.6302625,36.1055,NA
0.10754,0.125,15.49,9.9965,0.0081925,7.2751,0.0029395,0.004093,3.7150125,37.1895,NA
0.11028,0.125,47.014,0.007625,0.0045996,7.0582,0.004815,0.008523,0.5253,4.0455,NA
0.65786,0.125,92.058,1.226875,0.005724,0.5731,0.0071025,0.004489,2.13615,35.6735,NA
0.09646,0.125,11.649,11.999,0.005779,5.6814,0.0003345,0.0020165,0.3786375,18.109,NA
0.10173,0.125,58.286,2.8775,0.0011761,2.3355,0.0015165,0.005748,0.60075,39.71,NA
0.07327,0.125,87.661,1.206875,0.0002903,4.3461,0.009272,0.0048885,0.603975,14.5775,NA
0.36692,0.125,94.059,10.536875,0.0090437,1.7723,0.005258,0.0007875,3.081375,17.708,NA
0.67575,0.125,50.692,9.66825,0.0090482,3.9989,0.000418,0.003135,0.50505,41.556,NA
0.75834,0.125,24.422,11.103125,0.0079313,6.2107,0.0027385,0.001181,1.4029125,11.349,NA
0.12895,0.125,14.777,10.140125,0.0005401,9.0397,0.009645,0.0045815,0.08655,10.365,NA
0.63497,0.125,33.433,9.987,0.0090825,2.4614,0.0053575,0.0072295,2.3551125,40.545,NA
0.50321,0.125,82.122,12.292375,0.0079462,9.3974,0.0066585,0.00036,2.493225,31.6115,NA
0.26326,0.125,41.585,0.172125,0.0069566,2.686,0.003095,0.0099705,1.2289125,7.7525,NA
0.18196,0.125,41.595,3.138875,0.0054422,4.909,0.0074355,0.001761,1.78485,1.182,NA
0.97709,0.125,4.015,6.921125,0.0036828,8.8726,0.003155,0.007818,1.989975,29.7965,NA
0.19754,0.125,18.864,10.08725,0.0020616,9.8423,0.0015915,0.002576,2.01105,28.75,NA
0.60535,0.125,66.432,11.397,0.0034661,7.9136,0.00986,0.0078755,3.64635,20.506,NA
0.77198,0.125,14.191,0.14825,0.0056495,2.2882,0.007572,0.004584,3.024825,25.58,NA
0.93141,0.125,94.121,5.04875,0.004682,0.7519,0.0071925,0.008454,0.4470375,3.9335,NA
0.83926,0.125,25.643,6.28475,2.4e-05,8.4275,0.005371,0.008469,2.0883375,31.845,NA
0.94771,0.125,17.402,4.67575,0.0003887,5.588,0.0053225,0.0090145,2.57385,4.677,NA
0.26663,0.125,68.345,5.36925,0.0003069,9.4809,0.002594,0.0009315,2.6725125,12.0345,NA
0.18268,0.125,75.259,0.5185,0.0099842,2.303,0.0095305,0.006844,3.41445,23.992,NA
0.53604,0.125,26.295,9.048375,0.0013563,0.8074,0.000941,0.0036705,2.3519625,24.088,NA
0.4238,0.125,6.655,2.7295,0.0088869,1.8659,0.00865,0.0084975,2.3989125,17.897,NA
0.27233,0.125,5.971,3.170625,0.0017911,1.1995,0.0003025,0.009396,2.8563,19.509,NA
0.95864,0.125,44.01,5.33725,0.008523,4.7041,0.008822,0.0013005,0.7541625,21.336,NA
0.64662,0.125,83.582,0.988375,0.0093075,0.5268,2.75e-05,0.008644,3.6787875,11.6455,NA
0.84401,0.125,53.064,3.4215,0.0030678,7.0468,0.003129,0.001219,3.233625,39.754,NA
0.8815,0.125,24.612,1.949625,0.0034301,7.8361,8.85e-05,0.0051455,0.1434375,30.3545,NA
0.42048,0.125,74.468,7.5725,0.0097784,1.075,0.004463,0.0045725,1.16745,6.418,NA
0.51225,0.125,8.424,7.8835,0.0012309,2.0985,0.004021,0.0037725,2.6850375,31.002,NA
0.92944,0.125,53.207,7.163375,0.0049593,8.4656,0.00839,0.0086275,0.535125,28.1025,NA
0.56128,0.125,79.413,0.32125,0.0038503,4.3216,0.007652,0.002997,2.4466125,20.767,NA
0.66516,0.125,10.51,6.938125,0.0050084,7.2603,0.0062595,0.0006915,3.0216,16.049,NA
0.8812,0.125,12.199,6.209125,0.0036975,3.2351,0.0066845,0.00789,1.9188,2.6185,NA
0.36932,0.125,11.682,1.449375,0.0087597,2.6396,0.005837,0.006778,1.9158,1.4665,NA
0.25837,0.125,22.822,1.887875,0.0071859,5.6779,0.003413,0.001394,0.548475,24.842,NA
0.9977,0.125,8.283,11.8795,0.0059456,8.2821,0.001496,0.007816,1.996125,44.102,NA
0.92144,0.125,94.056,3.081,0.0021982,9.9479,0.0090835,0.0027255,2.28315,2.932,NA
0.75816,0.125,68.626,3.5805,0.0076577,6.7332,0.0032785,0.0059325,2.2575375,19.45,NA
0.5527,0.125,88.062,2.514875,0.0096855,6.4351,0.008344,0.003409,3.4904625,47.3535,NA
0.23971,0.125,17.441,7.458375,0.002726,0.3301,0.0081035,0.0078775,2.1257625,22.294,NA
0.75279,0.125,27.857,11.32425,0.0082791,6.41,0.002461,0.0096325,1.1428125,32.87,NA
0.55247,0.125,9.041,12.384375,0.0063173,5.037,0.007461,0.0043235,2.52795,35.636,NA
